date,open,high,close,low
2019-11-25 05:37:00+00:00,0.6424,0.6424,0.6424,0.6423
2019-11-25 05:38:00+00:00,0.6424,0.6424,0.6424,0.6424
2019-11-25 05:39:00+00:00,0.6424,0.6424,0.6423,0.6423
2019-11-25 05:40:00+00:00,0.6423,0.6423,0.6423,0.6423
2019-11-25 05:41:00+00:00,0.6423,0.6425,0.6424,0.6423
2019-11-25 05:42:00+00:00,0.6424,0.6424,0.6423,0.6423
2019-11-25 05:43:00+00:00,0.6423,0.6423,0.6423,0.6423
2019-11-25 05:44:00+00:00,0.6423,0.6424,0.6423,0.6423
2019-11-25 05:45:00+00:00,0.6423,0.6424,0.6423,0.6423
2019-11-25 05:46:00+00:00,0.6423,0.6423,0.6423,0.6423
2019-11-25 05:47:00+00:00,0.6423,0.6424,0.6423,0.6423
2019-11-25 05:48:00+00:00,0.6423,0.6423,0.6423,0.6423
2019-11-25 05:49:00+00:00,0.6423,0.6424,0.6423,0.6423
2019-11-25 05:50:00+00:00,0.6423,0.6423,0.6423,0.6423
2019-11-25 05:51:00+00:00,0.6423,0.6423,0.6423,0.6423
2019-11-25 05:52:00+00:00,0.6423,0.6423,0.6423,0.6423
